product,link,store,CVS,rating,review
WAT氣泡雞尾酒-刺波起司蛋糕  59,https://www.ptt.cc/bbs/CVS/M.1718627105.A.38F.html,全家,全家,70,"起司蛋糕的部分是咀嚼的時候的香氣
喝起來沒有起司味
聞起來有紅茶香
喝起來除了紅茶感還有莓果的酸味
甜度不高，酸略大於甜
氣泡感不強，細細的
口中甜甜酸酸的，鼻腔有紅茶和蛋糕的香氣
整體來說還不錯
喜歡帶點酸味的雞尾酒可以試試看
---"
全家 變色冰杯/$179,https://www.ptt.cc/bbs/CVS/M.1718637350.A.0B8.html,全家 【規格/內容物/熱量】：500ml/鋁,全家,88,"發現版上沒什麼討論全家的冰杯…
不知道有沒有人跟我一樣是杯控
只要有趣的杯子我都想收藏：） 一次湊足四款冰杯
實際測試只要遇到冰飲就能變色
色系都還頗夢幻的 看了心情就好(如果有附贈杯蓋再+2分)
白天模式可裝冰咖啡  夜晚模式換成啤酒好像也不錯
附帶一提 買冰杯會送Let‘s Café  經典美式兌換券一張"
wawel 70%醇黑焦糖海鹽夾心巧克力/,https://www.ptt.cc/bbs/CVS/M.1718695039.A.DE6.html,7-11/,7-11,85,"兩種口味的海鹽夾心巧克力
另一種當初買的時候忘了拍
並不是整塊都是鹹的
而是裡面會有一小塊一小塊的碎海鹽
本身70%也不會很甜
加上海鹽的鹹味有種特殊的感覺
能接受黑巧克力的應該會覺得不錯吧
即期品好像到8月，但其實很早就有了
有看到有興趣的可以試試"
泰式打拋豬肉飯/89,https://www.ptt.cc/bbs/CVS/M.1718702921.A.214.html,711,7-11,75,"香氣蠻足的，不過視覺上很油膩
然後除了辣之外，還有一種特別的香料味
不知道是放了什麼，但還蠻好吃的
不過這份量是真的少，整體只有塑膠碗的一半吧
連女生都吃不太飽的那種
不建議當正餐吃，會餓
但當做點心吃又有點怪怪的
總之是個有點殘念的便當"
千層布蕾塔 原價49/i珍食32,https://www.ptt.cc/bbs/CVS/M.1718714902.A.BE1.html,7-11/聖娜,7-11,60,"一直很想吃現在很紅的花形蛋塔
沒想到小七也買得到
蛋塔剛出爐最好吃
小七月這款是常溫 又已經即期了
大概想像得到口感會是如何
沒錯 就是想像的那樣
潤潤(台語)的口感 沒什麼味道
有點像在吃可頌麵包？
布蕾的部分也是吃不太出香氣
也許自己用烤箱烤過有機會再救回來…
楊枝甘露 店員做好給我長這樣 是正常的嗎XD
味道還不錯 每一口都有吸到料 大概有兩三種
但就是芒果冰沙 跟楊枝甘露還是有差
算是楊枝甘露口味的芒果冰沙XD
看到價格還以為是特大杯
但以用料豐富來說 75還能接受
是很熱時會想買來喝的飲料"
OPEN!果汁Bar-木瓜牛奶/週二木瓜日優惠價59元(原價79元/杯),https://www.ptt.cc/bbs/CVS/M.1718717356.A.764.html,7-11,7-11,85,"自從附近的小七開賣現打果汁後就一直很想嘗鮮看看
今天去印東西時剛好看到有促銷活動，於是就買來試試啦～
店員會給粗吸管，可以自選要不要加糖（我點無糖）
在旁邊看感覺做法滿簡單的
把切好的袋裝木瓜和瑞穗鮮乳放進容器
再用上圖左邊那台果汁機打啊打啊打
好像也沒另外加什麼東西（冰塊也沒有）
整體來說我覺得口感很滑順
靠木瓜本身的甜度就很夠了，不需要另外加糖
喝完一杯覺得很清爽消暑！
之後如果突然想喝果汁會考慮回購"
法式經典可頌 45元(特價40元）,https://www.ptt.cc/bbs/CVS/M.1718785270.A.44D.html,711,7-11,90,"覺得很好吃耶！淡淡的奶香味
份量作為早餐剛好～價格也ok，外面有些可頌我真心不知道在貴什麼XD
這款會回購
By the way 立頓的焙茶歐蕾也很好喝，不會太甜～"
全家 海鹽檸檬霜淇淋,https://www.ptt.cc/bbs/CVS/M.1718796406.A.7B2.html,全家,全家,85,"想說領包裹有送霜淇淋優惠券 不用白不用
買了海鹽檸檬霜淇淋消暑
黃澄澄的顏色有點夏天：）
味道上比較偏檸檬清爽感
如果海鹽的鹹味再多一點 口感層次應該會再提升
最後~蒙布朗的小鳳梨頭造型很可愛
不知道未來會不會有新造型"
芒果大福 42,https://www.ptt.cc/bbs/CVS/M.1718798616.A.AA4.html,全家,全家,70,"芒果是偏金色那種
口感比愛文紮實一點點，帶點微酸
切塊芒果的體積有點小
頂多兩口配的到芒果
我比較肥，一口就把芒果咬走了
芒果大福本體很柔軟
摸起來就像撥弄肥宅的肚子一樣波動蕩漾
皮正常發揮，軟軟QQ的
內餡是白豆沙
白豆沙本身甜甜的
搭配微微微微微酸的芒果
芒果汁讓豆沙的口感更濕潤一些
芒果味和微微微微微酸增加了層次感
有搭到芒果吃起來是不錯的
沒搭到芒果就單純甜甜的
芒果大塊一點就給99分
---"
海鹽檸檬x草莓優格霜淇淋$49,https://www.ptt.cc/bbs/CVS/M.1718810881.A.381.html,全家,全家,85,"有檸檬香氣和微酸感，吃不出海鹽味
和草莓優格融合像是水果乳酸冰棒感
酸甜、清爽不膩，很夏日風可以回購
（但這天氣在店內吃還是融的有點快…"
立頓焙茶歐蕾 29元,https://www.ptt.cc/bbs/CVS/M.1718853068.A.3D3.html,711,7-11,66,"喝下第一口就是很立頓的味道，對我來說算甜的 焙茶的味道跟奶味隨之而來
整體來說就是焙茶配奶味(這不是說廢話嗎XD
我覺得原價偏高反而不推原價買 特價時嘗鮮是可以的"
全家 藍莓乳酪軟歐/$45,https://www.ptt.cc/bbs/CVS/M.1718858893.A.7FC.html,全家,全家,85,"上次吃完莓果乳酪軟歐
一直很喜歡這款
昨天又看到出新口味-藍莓乳酪軟歐
一定要買來吃
麵包是圓形 目測直徑應該超過15公分 感覺也是個有份量的
突然想到圓周長、圓周率這些名詞(大家還記得嗎？)
內餡的乳酪醬給蠻多的
配上一點藍莓醬 吃起來酸酸甜甜
隱約可以吃到一點藍莓果粒感 不錯~
麵包體都是帶點嚼勁的 會有淡淡的麵包甜味
吃完也是個飽 之後會再回購"
YOI鹼性水$30(兩件全家可抽獎，我抽到77折),https://www.ptt.cc/bbs/CVS/M.1718862729.A.335.html,全家,全家,95,"今天全家買早餐兼午餐，平常我都習慣用水壺從家裡帶水
因為公司飲水機真的喝不習慣，有一個味道很難吞下去
所以我喝完了或是沒帶到水壺的話就會直接買飲料
但今天真的太熱了！飲料容易越喝越渴，所以我改買了礦泉水
剛好在全家看到這瓶，包裝好看也滿大瓶的YOI鹼性水
為了兩件打折買了兩瓶不同顏色的，總共有三種還有一款粉紅色
 
結帳時店員還一直說抽到77折算運氣很好，心情也跟著好起來XD
 
 
結論：
這支水的口感是我喜歡的，是好喝的水，喝起來不會有怪味
不是那種口感很厚又澀澀的礦泉水(有人知道我在說什麼嗎XD
而且第一次看到便利商店的水有這麼清楚標出礦物質含量的
還蠻特別的~之後會回購！"
日東紅茶新鮮屋包裝 皇家奶茶原味,https://www.ptt.cc/bbs/CVS/M.1718863916.A.D2A.html,7-11,7-11,90,"喝起來有神還原出粉包泡出的口感
味道跟之前在日本喝起來的一樣
口感偏滑順清爽
乳感不會特別重的那種
喝了比較沒負擔
--"
麻婆豆腐蓋飯/79,https://www.ptt.cc/bbs/CVS/M.1718867238.A.F05.html,萊爾富,萊爾富,65,"味道聞起來滿重的，但實際上不會很麻
辣度也還好，算是嚐個味道而已
另外要注意的是還滿油的，雖然麻婆油好像很正常
但不知道為啥這款油感特別重
吃的時候每一口都像是在吃油
在猜可能是麻味跟辣味都不夠的關係
導致油味變得很明顯
總之是不太推薦這款"
711法式檸檬塔/49  全家法式檸檬塔/42,https://www.ptt.cc/bbs/CVS/M.1718871536.A.68C.html,711 全家,7-11,711,"我弟知道我愛檸檬塔心血來潮從711買了一個回來
還真沒注意過711有出..
我喜歡酸度高的檸檬塔
711夠酸但有一股香精味@@
塔皮偏濕軟..我應該是不會再回購
同場加映冰箱庫存的全家檸檬塔
最近好像有升級，酸度有比之前高(有一陣子不太酸><
全家塔皮堅硬很多(即使不是冷凍狀態喔)XDDDD
他們的檸檬餡搭配生慕斯真的好清爽
只要早上或下午有買咖啡有看到它的話我都會先買起來
這樣等於一顆只要21元
真的沒什麼可以挑剔了"
法式檸檬塔42$,https://www.ptt.cc/bbs/CVS/M.1718876719.A.AEE.html,全家,全家,90,"這款檸檬塔應該很多人愛
塔殼吃起來偏脆, 檸檬內餡有點像是慕斯的口感, 很滑順很好吃
記得第一次吃到時蠻驚艷的
中間改版後沒那麼酸還覺得有點失望
這次改版感覺酸度明顯又有再調回原先等級, 超讚
千層剛好拿到買一送一券去買的
餅皮跟法式千層一樣
夾層的奶油配著微酸的檸檬餡, 搭配起來還蠻清爽的
整個吃完也不會覺得到很膩
千層除了提拉米蘇外, 應該就這口味最好吃了"
Fami煮煮 培根鮮菇花椰菜/128元,https://www.ptt.cc/bbs/CVS/M.1718887157.A.C08.html,全家,全家,80,"逛全家App發現首購有50元折價券可用就想說來試試水溫，
外包裝：
內容物，一共有三包和一張說明，說是食材其實應該都已經先烹調過了：
成分和營養標示，18號到店煮煮的只能放到20號，買之前記得注意一下保存期限。
說明食譜卡大圖：
（說明卡上一點一點黑黑的不是灰塵，是他的底圖紋路，可以換個看起來乾淨一點的設計嗎...）
原本要用炒的，但既然上面有寫能用氣炸鍋那就改用氣炸鍋，能懶則懶。
做法也很簡單，畢竟應該都是熟的，說是做菜，不如說只是混合和加熱而已。
氣炸鍋起鍋：
裝盤：
我覺得整體上口味偏甜，吃第一口時比起鹹味更多是「好甜！」的感覺（不過第二口就習慣了）
醬包裡蒜末很多所以蒜味也蠻明顯的，整體的調味很下飯。油量接近外面熱炒店用量再少一點，好吃但對我來說稍微有點油
包裝寫 2-3 人份，實際上應該也差不多（假設三菜一湯的一餐的每盤菜量），不過我是自己一個人全部吃完就是了。
各位有聽過 IKEA 效應嗎？簡單來說 IKEA 效應就是比起現成的產品，人們更願意為自己有參與製作過程的產品買單的心理學現象，這個煮煮大概就是打 IKEA 效應的例子。
如果是便利商店的熟食料理一道賣個138的話我是下不了手啦，不過如果是「幫你備好料讓你可以輕鬆完成一道菜」，反而會稍微覺得划算一點（但還是偏貴）。
整體來說像是手工藝常有的那種 DIY 包的感覺，操作起來真的很輕鬆，大概適合料理初學者培養自信或臨時需要讓自己看起來能燒的一手好菜的人？
---"
法式杏仁葡萄布里歐捲 / 原價39元、早餐組合 59 元,https://www.ptt.cc/bbs/CVS/M.1718935972.A.EAB.html,全家,全家,75,"吃完看板上沒有人分享過才決定發文，沒拍到實物照
拿官方的圖片頂一下
圖片出處:全家官網
麵包體一般，看到是布里歐還以為會偏鬆軟，結果還好，稍微偏紮實
整體吃起來微甜，搭杯美式咖啡很搭，杏仁片很香有加分
外觀上看起來蠻油的，整個包裝袋都油油亮亮的，但吃起來還好
整體來說還可以，但覺得原價 39 元小貴，大小也不大，吃完有點空虛
友善時光有看到可買，或搭早餐組合可吃看看，原價單買就比較不推。"
頌丹樂 泰式打拋豬肉飯 89元,https://www.ptt.cc/bbs/CVS/M.1718936735.A.FF8.html,7-11,7-11,85,"微波後香味整個飄出來 感覺很讚
香到昨天中午一直有同事問我正在吃什麼哈哈
不過份量不算多 幾口就吃完了
肚子很餓的光吃這個可能會不飽
吃進去跟聞起來一樣重口味
煮的時候給調味料都沒在客氣的耶
辣也是真的有辣（對特愛吃辣的人應該算小辣）
順手買瓶飲配著吃可能會更開心吧~~
吃淡口味的人就不推了，感覺這款也適合配啤酒誒"
全家 海鹽檸檬+草莓優格霜淇淋/$49,https://www.ptt.cc/bbs/CVS/M.1718965416.A.D1D.html,全家【規格/內容物/熱量】：NA,全家,85,"這顏色組合很夢幻 也有點夏天風味
前味草莓優格 酸酸甜甜
後味海鹽檸檬 有檸檬香氣
至於說好的海鹽 味道比較細微
要到尾端才會吃到~
整體蠻不錯吃的 也很清爽 會回購
而且胖胖造型很可愛，不知道未來全家還會出什麼有趣的造型"
全家 原價$79（指定項三件79折）、啤酒杯加購價$49,https://www.ptt.cc/bbs/CVS/M.1718974480.A.B96.html,全家,全家,87,"[未滿18歲禁止飲酒、酒後不開車]
每天去超商 都會看到這罐
已經排在口袋名單好久
趁週末有空來小嚐一下
買了一罐再搭其他的酒湊三件79折
可再用$49加購啤酒杯
酒喝起來很清爽 甜甜的~
真的就像調酒一樣好喝
適合喜歡水果風味的酒友或是女生XD
啤酒杯拿到虎牌 是不是該補買罐Tiger?"
檸檬橄欖油冷義大利麵/85$,https://www.ptt.cc/bbs/CVS/M.1718976984.A.5A5.html,全家,全家,75,"沒想到繼紅醬鮪魚、青醬蝦、明太子醬鮭魚後還
能有新系列產品，如果不愛吃蝦跟玉米筍或不愛明太子醬的
還有這款單純雞絲與檸檬香，不過小黃瓜是雷點的可能又不
行了吧，個人感覺其他款有大量鮪魚、高價青醬蝦仁與鮭魚
比起來這款單純雞絲主菜85$挺盤，成分挺多香料，吃不太
出八角味，佔比極低吧，也許成本在那醬裡的新鮮大蒜、檸
檬與橄欖油吧，不過醬汁頗鹹，剩下不敢喝完有點浪費(?"
日安紅半半歐蕾/好像38 忘了,https://www.ptt.cc/bbs/CVS/M.1719026220.A.85A.html,全家買的/再睡五分鐘(光泉製造,全家,90,"之前喝了另一款淺焙烏龍的，結果留言一面倒紅茶歐蕾比較好喝
就來喝看看了~
恩~~真的比較好喝，茶味和奶味都很重，也不會死甜
喝起來有點像純萃喝濃厚系那款的奶茶(印象中)"
頌丹樂-四季泰好西米雪糕  49,https://www.ptt.cc/bbs/CVS/M.1719047408.A.C7D.html,7-11,7-11,85,"喜歡椰奶+芋頭味的可以試試看
他成分寫了芒果乾、綠豆蒜、蒟蒻粉
但是吃起來最有感的是粉紅色QQ那個
芒果乾太小沒什麼口感
綠豆蒜我完全沒發現
甜度適中不膩
整體口味算濃郁
但是沒有全家厚椰那麼濃
想喝厚椰拿鐵和可可了
對了，西米是什麼意思
一開始以為是西谷米，但是成分沒有
應該是會錯意了
---"
懷舊菜圃餅 / 29元,https://www.ptt.cc/bbs/CVS/M.1719058320.A.116.html,全家,全家,80,"買了全家出的菜圃餅吃吃看
一包29元
跟外面大包的相比有貴一些
裡面的份量是這樣
我自己覺得蠻好吃的
很涮嘴，吃起來也不會太鹹
適合飯後點心，或是下午想要吃點東西的時候
個人偏愛古早味餅乾系列
除了喜歡菜圃餅，也超愛飛機餅跟巧克力球"
墨西哥風味烤雞捲餅/$69,https://www.ptt.cc/bbs/CVS/M.1719149267.A.25F.html,7-11/復興空廚,7-11,70,"架上看到,應該是新品,醬滿多的,多到覺得有點鹹
烤雞跟烤雞三明治內容很像(應該是同款雞肉吧)
上一款有凱薩+生菜的我喜歡,這款覺得偏鹹
有打折可試試,原價就算了"
紅豆食府-上海菜飯三角飯糰 /42元,https://www.ptt.cc/bbs/CVS/M.1719215911.A.073.html,OK,OK,75,"OK超商最近跟紅豆食府聯名了幾款產品 這次來吃看看
這款「上海菜飯飯糰」台灣超商比較少見的沒海苔版本
OK超商記憶中上次飯糰的口味記得是吻仔魚飯糰
(印象不少人也希望有些沒有包著海苔的飯糰)
裡面是青江菜跟培根的拌飯 印象正統上海菜飯好像是臘肉的樣子(?)
會有點偏鹹 米飯稍微軟了點
雖然不算難吃 比較算是有趣的口味
================================"
紅豆食府蔥爆牛肉飯 $85,https://www.ptt.cc/bbs/CVS/M.1719220206.A.F75.html,ok,OK,88,"之前姊夫來提親就是去紅豆食府 我一直記得東坡肉和糖醋魚有夠美味><
所以看到新品是紅豆食府聯名立馬決定中餐就吃這個了
另外還有買一個菜飯飯糰備著晚點餓的時候再吃
老實說畢竟不是餐廳現煮的 還是有點小擔心牛肉充斥著橡皮筋的嚼勁
但吃了一口後口感滑嫩適中 真的有夠入味有夠好吃~
洋蔥的甜跟醬汁的鹹互相完美搭配非常下飯
剛剛又拆了飯菜飯糰
雖然少了經典的鍋巴焦味 大致上算是還原了砂鍋菜飯
有培根的關係所以鹹度很足 蒜末辛香味也加分不少
雖然價格有點小貴 但我願意給它至少80分
不過原本是要暫時解飢 沒想到居然越吃越餓哈哈"
蛋黃醬培根義大利麵/原價89 i珍食58,https://www.ptt.cc/bbs/CVS/M.1719261483.A.7CC.html,7-11,7-11,75,"剛好八點買晚餐看到這個有i珍食
a了一下是板上沒寫過心得的品項
不知是否是某款改款？
整體而言我覺得除了配料稍少以外不錯吃
麵就7-11微波的普通麵體
醬的調味有點類似白醬起司加蛋沙拉
印象整體沒有到很鹹
培根也是中規中矩
如果有看到i珍食會回購
---"
馬尚煮系列買2送2,https://www.ptt.cc/bbs/CVS/M.1719295396.A.F65.html,全家,全家,90,"原先是看到買2送2想說嘗鮮下
結果買過一次後整個欲罷不能已回購多次
個人最愛海鮮魚板！
口感Q彈有點像魚豆腐感很好吃~
韓式魚板棒也不是那種泡的爛爛的~還是有口感
搭配泰式冬蔭功湯酸酸辣辣很涮嘴
在這種熱歪的天氣非常開胃
希望這優惠可以持續下去
原價會有點買不下去…"
晨光GOLD草莓鮮乳生吐司/$39,https://www.ptt.cc/bbs/CVS/M.1719300953.A.E66.html,7-11/統一麵包,7-11,90,"今天7-11晨光生吐司系列
有出這款新的生吐司
（被粉紅外包裝吸引）
仔細一看 是喜歡的草莓口味
手刀買下
拆封後 草莓+生吐司的香氣撲鼻而來
令人垂涎三尺
生吐司裡面夾雜一些草莓乾
完食後 回味無窮 非常美味
覺得晨光這款新產品會非常熱銷
建議吐司控不要猶豫
有看到馬上下架它！！
家裡有小朋友的一定會非常喜愛這款的~"
OSAMU GOODS貴妃荔枝酒 109 三件79折,https://www.ptt.cc/bbs/CVS/M.1719319783.A.A70.html,全家,全家,60,"我看包裝就買了
買完才知道是荔枝
本來預期是荔枝味為主，啤酒為輔
結果是相反
喝起來是有苦味的啤酒
有一點果酸感
荔枝味很輕微
喝完會覺得喝普通啤酒就好
他酒精有6%，小心服用
還有一款是再製酒：柯夢波丹
裡面是柑橘利口酒+萊姆汁+蔓越莓汁
改天再試試看
喝酒不開車
未成年請勿飲酒
---"
檸檬橄欖油冷義大利麵85元,https://www.ptt.cc/bbs/CVS/M.1719320385.A.4C4.html,全家,全家,80,"冷麵之前都吃蕃茄鮪魚那款很愛
看到新出的口味買來試試
醬汁直接給一小碗, 可以依照個人喜好加
酸味很夠, 天熱吃真的還蠻爽口的
全加的話個人覺得味道有點過重, 加個2/3或1/2比較剛好
原先看名稱還擔心會不會蠻油膩的, 但實際吃起來完全不會
搭配著雞絲 黃瓜 紅椒 黃椒, 真的還蠻清爽的, 沒啥負擔感的一餐
醬汁的微酸味特別開胃, 感覺再加點辣應該更好吃"
草仔粿/55元、日本醜比頭白桃Q皮銅鑼燒/75元,https://www.ptt.cc/bbs/CVS/M.1719322246.A.5BB.html,711,7-11,75,"超商真的無極限，連草仔粿都有了
我超愛吃草仔粿，但常常找不到
711竟然給我出這種東西，立馬買
不過這個口味讓我有點遲疑，芒果+綠豆..
一顆約2.5個10元大小要55元，真的是吃便利的
拿起來非常黏手，有點像麻糬
味道跟真的草仔粿一樣，我喜歡
不過，口感有點介於綠豆糕跟綠豆麻糬間
吃不出什麼芒果味，因為餡也只有一點點
算不幸中的大幸XD
整體來說，蠻還原草仔粿的
如果是紅豆餡應該不錯
另外一個應該是日本進口的
醜比頭包裝很可愛，但本體偏乾
內餡還不錯，可以吃的桃子果粒
但一個要75元，慎思"
冰皮草仔粿（芒果綠豆沙口味）  55元,https://www.ptt.cc/bbs/CVS/M.1719380663.A.A41.html,7-11,7-11,80,"今天的點心來點芒果配芒果
草仔粿的造型滿可愛的
很想幫他加頭和腳
皮的部分和之前吃的冰皮月餅有點類似
在放到接近常溫的時候會黏手
我現在正在吃手
內餡的綠豆沙甜度很低，比隔壁的白豆沙低
皮配綠豆沙的口感很不錯，口味也不膩
搭配芒果流心更添層次
缺點就是芒果流心很少
大部分時候是皮+綠豆沙
希望會出更多不同口味
---"
CITY PRIMA 精馥芮白/大杯優惠價$89 中杯原價$100,https://www.ptt.cc/bbs/CVS/M.1719392886.A.491.html,711,7-11,85,"才知道原來馥芮白＝平白＝flat white
小七這次出的精品馥芮白，適合四種人：
1.想更喝得出精品香但不敢喝美式的人
2.喝拿鐵但怕熱量高的人
3.覺得拿鐵奶感太重的人
4.想喝冰的馥芮白的人
目前別的超商好像都還沒有人推Flat white，市面上也比較少看到冰的~
小七有冰的，這點很推XD 不怕33度太陽下難入口
跟一般拿鐵比，咖啡味更濃郁
精品的優勢也更突出，會有淡淡的花香
整體更輕盈、順口
買完中杯才發現優惠期間大杯89元，
明天要直衝大杯！"
金家ㄟ 大飯糰辛辣麵鍋巴飯/49元,https://www.ptt.cc/bbs/CVS/M.1719398863.A.9CA.html,全家,全家,39,"看到廣告原本很期待，澱粉+澱粉怎會不好吃
怎能忍住不買呢
打開有鍋巴(？)的味道
超迷你，大概巴掌大
果然廣告只是廣告
裡面的泡麵總量只有一湯匙大小吧
怒
飯吃起來不像鍋巴焦焦，跟乞丐時光飯糰冰太久飯快風乾的感覺87%像
怒
麵是好吃的，只有一點點辣，吃完辣度不會殘留口腔那種，但量只有十根手指甲蓋大小的量
怒
結論：不要買不要買不要買不要買不要買
還不如自己煮韓國泡麵+飯進去還比較值得
虧我期待了2天
難吃死了嘔嘔嘔"
石安嚴選椒麻蛋/優惠2顆30元,https://www.ptt.cc/bbs/CVS/M.1719403932.A.118.html,萊爾富,萊爾富,75,"今天去萊爾富中壢A18店時發現茶葉蛋旁邊多一鍋新的椒麻蛋想說買來吃看看，辣度我覺得
有中辣，嘴巴一點點麻麻的，和全家的鼎王蛋比我覺得萊爾富的辣比較溫和，如果敢吃辣的
大家有遇到可以買顆來嘗試看看～
啊，對了，不是每間店有進這產品喔！
附上吃之前的照片"
暢享漫威 刮刮樂 168,https://www.ptt.cc/bbs/CVS/M.1719412869.A.551.html,全家,全家,90,"好像是今天開始的活動
剛剛刮了2份
第一區 35元肥宅快樂水 7瓶兌換
第二區 2張都刮到可口可樂手提箱（還沒換）
第三區 都是紅利金20元
第四區 抽獎券
感覺168蠻划算的
換7瓶肥宅快樂水 +手提箱 價值就超過168了吧
只是不知道手提箱多大 +_+
有人換過了嗎？
還是有人想要手提箱，要跟我交換嗎？
小小心得"
芋泥奶皇大福 42,https://www.ptt.cc/bbs/CVS/M.1719469041.A.5D8.html,全家,全家,80,"皮的部分正常發揮，很軟Q
芋泥很綿密，甜度低
隨著咀嚼，芋泥香氣慢慢飄出來
中間奶皇的味道最突出，鹹甜鹹甜的
機乎每一口都有沾到
這個組合很可以
最近的芒果大福、芋泥奶皇大福和隔壁的草仔粿都不錯
覺得滿足
---"
韓式Q彈球/39元,https://www.ptt.cc/bbs/CVS/M.1719474439.A.653.html,7-11,7-11,65,"也就是以前的韓式麵包
不會難吃
但是跟原始麵包店吃過的相比
就是徒有其型的東西
雖然芝麻也不算很少
但沒有濃厚的芝麻香氣
Q彈嚼勁也是遠遠不如
也就一般統一吐司的Q度
吃沒問題
但不用期待"
全家  minimore芋泥QQ三角蛋糕/$48 搭配中杯以上飲甜點半價,https://www.ptt.cc/bbs/CVS/M.1719474923.A.607.html,全家 minimore,全家,85,"昨天下午看到買一送一券時，老早就已經搶光光~真的就變成QQ了
怒買一份蛋糕搭配咖啡好歹也有半價優惠XD
蛋糕的外層好像是法式千層皮，口感可接受
內餡的芋泥算給不少耶~
對我這種只吃甜芋頭的人來講是開心的事 哈
裡面似乎有放類似麻糬的東西，
口感就跟商品名一樣，是QQ的口感
多了一點咀嚼趣味~搭配咖啡就成一個新的下午茶組合了
整體來說 芋頭控們可以一試"
香滷綜合三拼59元(啤酒節加價19元),https://www.ptt.cc/bbs/CVS/M.1719483435.A.469.html,7-11,7-11,70,"最近因為啤酒節三件79折，還可以加價19元換購指定下酒料理，所以來試試最愛的滷味，不
過天氣太炎熱，所以直接冰涼食用沒有微波，
一打開醬香甜味非常明顯，非常推薦給嗜甜的朋友。
豆干:本以為是一般黃色豆干細嫩口感，意外卻是扎實黑豆乾口感，而且是去邊直接切丁擷
取本體，比平常能夠沾附更多醬汁，二來也方便可口。
鳥蛋:Q度軟硬適中，意外蛋黃是清香幾乎沒有蛋腥味。
海帶:成品是打結不是平塊，不只滷透還保有脆度。
吃完後結論整體滷味的色澤還是口味上都滿有記憶點，但是之前都是原價對應的份量讓我卻
步，比起現在在鹹水雞鳥蛋4顆20元或是烤鳥蛋7顆30元，i珍食或加價時更值得購入。"
藍莓乳酪蛋糕麵包 /45 買一送一,https://www.ptt.cc/bbs/CVS/M.1719483697.A.481.html,全家,全家,85,"圖多多版本:
影片版:
全家便利商店優惠券  兩款藍莓蛋糕麵包
藍莓乳酪蛋糕麵包 45
主打理念有加拿大野生小藍莓
和個人熱愛的奶油乳酪
打開來看看
麵包本體有厚度
而且是用紙盒底一起烤出
就像杯子蛋糕那樣
外層底部觸感軟軟
有點像是菠蘿麵包上層那種帶一點黏手
可以看到上方是麵包本體
底下則是蛋糕軟綿
中間就是藍莓口味還有薄薄但真實存在的奶油乳酪
不同口感和酸甜都有顧到
這款值得回購
因為回頭看看另外一款
 不忍心~"
7-11：麻油雞飯糰 / 49元,https://www.ptt.cc/bbs/CVS/M.1719486703.A.6FD.html,7-11、全家、萊爾富,7-11,80,"看到全家跟請客樓合作的麻油雞飯糰
決定把小七跟萊爾富的都買來跟同事分享
三款微波完長這樣
剝開後的樣子
小七的雞肉是最完整的，好像也比較大塊
菇菇則是全家比較多
分享吃完的心得
小七：
之前就蠻喜歡小七的
飯屬於濕黏型，肉算嫩，也比較大塊
薑味比較重，酒味比起來是第二名
全家：
飯也是濕黏的，肉也是嫩的，只是比較小
麻油味跟酒味是三款最重的，微波完超香
萊爾富：
之前一直有聽說很好吃，終於買到
飯跟其他兩間不同
像是傳統辦桌會吃到的油飯，我很愛
調味是三款中比較清淡的，肉也比較柴一點
總結
我喜歡全家的酒香、小七的雞肉跟萊爾富的飯
另外覺得全家可以搭餐促還不錯
一起吃的同事還說
萊爾富就像是北部粽，小七跟全家就像南部粽
好像有點道理XD"
醜比頭白桃Q皮銅鑼燒/75元,https://www.ptt.cc/bbs/CVS/M.1719508773.A.39E.html,711,7-11,75,"在711發現熟悉的身影
原來是醜比頭
不知道為什麼有一種復古感
多年前很紅 現在好像比較少見到了
買了白桃銅鑼燒來吃看看
跟一般銅鑼燒看得到內餡的不同
皮是完全密合的
口感真的蠻Q的 是濕潤的那種
內餡普通 跟想像的蜜桃味道不太一樣就是了
而且看包裝好像有果肉
吃超久才吃到 XD
價格還真的偏貴
可能因為從日本來的？
原價嚐鮮吃一次就可以了
感覺很快就會開始打折了哈哈"
鮮蝦明太子冷義大,https://www.ptt.cc/bbs/CVS/M.1719548484.A.A45.html,7-11,7-11,90,"超好吃 
鹹香 辣
又清爽 湯汁多
味道屌打我們這邊很多100多200的義大利麵店
夏天吃很開胃
超好吃TAT
65折買到西皮值太高了
快樂的一天
---"
芒果大福 $42,https://www.ptt.cc/bbs/CVS/M.1719565775.A.BFF.html,全家,全家,84,"看到大福類的都會想要買來試試看
打開後
鋪滿粉末的大福，拿起來咬一口
我本來以為內餡是一兩塊芒果丁，旁邊是鮮奶油。結果咬下去咬到豆沙，拿起包裝看了一
下內容物，果然是白豆沙，不會很甜，有一塊芒果丁，芒果味沒有很濃厚，但也沒有被豆
沙給蓋過去。
大福的外皮可能全家的都差不多，因為之前吃過草莓大福，外皮大同小異，只不過這次粉
末倒是撒得到處都是
有特價可以買"
彩蔬虱目魚柳餐盒/99,https://www.ptt.cc/bbs/CVS/M.1719586658.A.EE4.html,全家,全家,80,"優點:
配菜很多 不會無聊 感覺蠻營養的
虱目魚還不錯吃 微波後不會軟趴趴的 口感不錯
缺點:
虱目魚可以再多一點 太快吃完就沒東西配飯了XD
小魚乾魚味有點重
飯偏乾"
